コード,名前,仕入先,生豆原価,生豆目減り率,送料,手数料,梱包代,雑費,売値,粗利額,粗利率
4,マンデリン　シナール,コーヒービーンズ?楽部,190,0.70,215,0.10,215,50,1050,
